src,dst
2381,4912
2196,3277
1937,5612
2273,3151
3080,3813
2015,4432
1429,6637
1794,6217
1987,6155
4248,5425
1542,6839
2015,4356
1634,5461
3556,6146
3912,6313
7032,7079
1718,3953
865,6685
3181,6824
3097,4330
6938,7448
4291,7098
438,3988
4931,7536
781,3654
1509,3336
1945,2305
1933,7001
4162,5485
820,6559
2644,6156
3227,4130
4785,5419
1792,3129
2454,4899
730,2094
2328,4209
6510,7604
3715,6470
3725,7498
260,2275
3158,7581
2170,3620
1508,3141
4319,5410
1349,6339
1849,5534
1711,5210
5040,7558
7075,7490
1250,3906
5047,6374
3404,5676
2368,7435
388,7301
2896,5925
4176,6520
2773,4452
346,1724
4426,4868
1219,2096
3584,6297
4691,7364
5173,6259
2761,3463
482,4916
4179,5854
5823,6418
1497,3342
2134,3857
916,6668
1897,5372
2470,6160
75,4673
1555,4900
1945,7083
4433,5823
768,5205
521,1166
4694,5813
3022,4900
2513,6519
2693,7235
4657,5956
1260,2644
4309,4507
3073,6589
4397,6564
3824,6883
2867,4929
2874,5411
4099,7486
3350,4022
2016,5758
1674,5703
2878,4754
1284,7279
1600,1899
5335,6851
4165,5454
166,7024
3920,7230
1166,6574
3858,6622
3530,5680
2972,3822
1848,2370
1629,6519
2286,4086
4691,6012
827,6955
3738,6476
4195,6001
4775,5746
213,612
1103,3597
4315,4784
3492,7100
5108,5955
3571,5292
1503,6481
6065,7162
5543,7500
6446,6544
2442,5939
954,6250
1792,5993
1447,2835
2091,5377
1668,3650
3184,3530
2473,5637
2160,4544
2021,2260
1642,4785
471,4511
4404,5564
166,2516
5578,6810
1559,3612
824,7061
4719,7157
2551,4947
994,7604
2265,6217
6,1834
1924,2848
1891,6797
2529,5539
1012,4069
4164,4626
3235,7019
309,4276
894,1359
4141,5072
5455,5600
110,4640
3450,4095
2515,6724
2473,2535
448,4871
4919,5944
1734,7550
2347,2385
1858,6344
454,7028
461,1520
3847,4636
1787,4338
4860,5988
131,5455
3880,4234
161,3888
2967,3873
4411,5918
5612,6712
4023,6765
1215,2422
4733,6570
355,6918
645,5578
3084,5060
955,2045
1940,2404
5411,7488
7237,7575
5411,5557
1025,5324
612,2192
421,6617
1223,2615
1230,2788
778,2458
4136,4726
2985,6427
4544,7334
2366,7302
1920,6912
4150,5581
1553,5543
5557,6738
3056,3584
1891,5759
1481,3112
3038,5597
1165,7600
2988,5353
3087,5856
6538,7035
1426,5625
4416,6234
179,6936
2452,5530
524,6993
464,1371
1778,3320
1016,6383
538,7489
2897,2967
2981,5510
1146,7030
360,3251
6519,6653
1632,6343
749,4611
524,1223
1401,6674
3721,7504
951,4900
4402,6536
2142,6026
5754,6241
2775,3790
4323,5534
1728,4966
3181,4946
608,3751
628,3073
1838,6554
3042,6094
2096,3293
3484,4081
2848,6031
2422,7219
3038,3194
1262,4146
2740,4888
3969,4558
887,4549
161,4085
3623,4959
5969,6791
3045,7604
120,2276
110,6546
2993,3880
1776,2492
3097,3853
1522,3518
6321,7533
2854,4483
136,5392
299,1346
1689,3360
3251,6552
1552,6185
2566,4376
1132,6125
3961,4880
5231,5578
886,3269
5079,5822
4673,7079
4967,6642
1149,5857
763,5854
5671,6259
1932,5474
2326,5402
3755,7618
5399,5717
1394,4491
5644,5713
349,2524
4801,7199
2170,4376
1897,3186
3189,5663
3571,7199
135,2510
2130,5857
2147,6101
4145,5547
875,1255
508,7156
3042,3360
32,4845
4561,5218
2980,7529
3227,4555
924,6666
4336,7153
1848,6200
7149,7287
1859,4256
1372,3171
961,7400
2780,7402
1956,5532
9,3843
2659,3855
406,1831
500,2870
2458,4906
3254,6405
1890,6088
3873,6054
1118,7163
633,1941
3265,5586
3162,4928
4959,7071
5556,6870
4981,5455
1430,3726
3422,6075
194,882
3056,5174
989,6824
473,2083
641,1657
515,2579
5319,6022
6851,7295
1636,6876
290,6142
5875,7604
2988,6966
6320,7424
4785,5091
2390,3090
3538,5527
2031,2556
2259,6597
1845,2418
6245,6888
3484,7345
3288,5521
4140,4811
1020,7374
1005,7013
3108,5257
3196,7579
821,4555
898,6449
5613,6671
3350,5242
2615,7536
2056,5215
3418,5996
1721,3855
5826,7484
1102,7359
3689,5108
2020,3855
5610,6065
437,1445
18,6816
1488,3439
429,1166
2791,7237
3478,7527
1097,2199
694,3565
2421,4277
1231,3798
1348,3961
1645,6293
989,5942
97,3126
7199,7339
5922,7534
3530,3755
2327,7009
4078,5390
5127,6921
710,4763
1277,4316
1553,3910
368,6446
3382,5968
3530,7587
4033,5371
3579,5960
524,1981
3822,7162
5106,5851
1479,3961
1932,7479
2164,5867
2056,5446
106,1137
4431,6476
2659,3845
3829,7138
3632,4359
3410,6544
925,3210
4985,5373
1063,4016
958,3987
996,6562
7118,7199
2164,6424
5168,6414
4426,5706
1129,5548
257,5277
4119,5709
149,2627
897,6670
1149,4931
1633,5115
1845,6147
1136,7039
3418,3737
1099,5261
1137,1786
4623,5803
1471,7294
4319,5127
131,1677
3817,5725
2229,2626
55,494
4811,5175
375,3634
1618,3210
2798,4809
1310,2093
1381,6141
3945,7123
2499,6092
1752,4254
4607,6280
3833,4511
3904,4785
5866,5990
5203,6515
239,3376
1275,7592
6712,6812
2259,5334
136,6388
3414,6446
2835,3390
2170,5359
3240,3498
2476,6105
2804,4680
1511,5703
9,6053
302,5287
2262,4459
524,3061
887,3352
1320,2265
6241,6471
5681,6004
2122,7522
1381,2083
1651,1945
216,5764
1763,2059
5854,7575
3527,7266
3052,4033
1665,5606
300,1795
54,2615
4376,5359
4057,7079
344,1947
212,2458
2510,3946
1966,3613
2980,7075
5269,6391
6241,6740
1542,4014
3408,5033
1384,6889
4760,7322
4648,5854
3510,6403
1393,2958
3038,3945
1231,7565
5253,6439
524,1817
5471,6887
805,7237
6130,6507
1321,1381
378,1348
1275,7333
243,6235
1570,3631
1793,3038
1642,7464
473,6789
4163,5127
1622,5724
484,4206
4966,5720
380,847
2772,7143
7333,7592
1862,4837
655,848
2510,3400
1429,6408
502,1559
183,1180
1896,6392
266,6176
3165,6391
6536,7585
4676,7489
3653,7339
2492,5683
1689,3584
87,6115
374,5911
1875,2170
4270,5734
3986,5343
5455,6544
1158,4012
2433,4626
839,3377
803,6382
2835,5731
123,5864
1934,3056
1658,3946
299,817
1806,6838
2870,6912
1761,2968
3574,4847
1920,3701
4007,5274
3751,7488
5814,6005
1650,4876
1016,7199
2734,4242
1348,6232
6031,6146
1381,3659
1650,3450
216,1602
145,5759
4013,6891
290,3961
2707,6519
3083,4359
360,5866
5090,6108
3681,6387
5953,7237
4188,7224
2707,7097
113,6391
2474,5335
5944,6857
874,3905
3471,7547
299,2004
156,2548
5949,7028
561,4875
1547,6361
1646,2082
743,6891
2832,7162
5363,7237
2790,3377
5867,6126
3093,3809
682,5790
3620,3733
645,6544
634,2624
1290,6434
3597,7237
632,5819
1937,4931
5851,6626
5445,6672
2844,4811
2145,5918
136,271
6431,6547
5332,5679
4942,7074
3603,7224
1610,7162
6120,6556
166,1677
3160,5658
1117,2141
2552,4124
791,1808
612,2487
4021,4044
1953,3319
3530,5555
1401,3149
4790,7445
889,1617
6118,7618
729,2058
926,3829
5759,6583
104,5283
1933,3571
3782,6160
1149,4666
1381,6912
389,5962
2201,6633
1867,4761
4622,6614
4021,4500
4035,6514
16,131
1876,2790
2195,6529
1381,6326
2691,7571
122,3748
4000,5484
3530,5205
2600,4416
3341,4151
3609,5454
316,7327
406,5717
2235,6441
467,6304
2510,3853
5543,5864
468,6912
2892,7123
3108,5703
785,5834
3653,5597
708,2873
5854,7075
1166,4330
244,1998
1522,4373
5334,7083
1678,6236
244,799
337,2854
951,5769
3397,7075
2854,4995
1829,7223
6338,7099
268,3750
149,1558
5278,5435
3462,6378
4981,6424
3344,7571
2396,3911
3244,6891
5300,7199
985,5448
1264,6234
2194,3495
812,7061
902,2420
2761,5168
842,3853
4433,6724
3393,4560
28,4900
766,2751
670,5878
4987,7608
3212,4852
113,4754
3743,5568
2906,6529
1214,1367
3509,6478
364,6649
1141,2892
1074,7226
1799,2411
6001,7064
2697,6327
3234,5277
2385,4636
3701,3708
6417,6538
178,4122
473,6695
2186,6403
907,1594
6546,6958
3644,7547
3555,6873
4809,6391
253,7303
3852,5455
1553,7488
1381,6988
5822,6219
106,1691
2031,2238
4452,5743
6640,7468
92,4479
3768,6043
1584,3492
3653,7574
5944,6931
1812,7237
4302,6873
1626,7595
770,1141
1521,3321
252,2615
3251,5556
3112,4599
1048,7488
178,5220
1942,2588
3530,3596
4365,4894
158,2232
4996,6382
757,1948
2391,4876
748,3907
1341,6759
171,2854
4237,4359
3331,4452
5823,6940
932,4914
1817,6712
4330,5815
2049,3276
3325,4105
599,957
2838,4358
1514,4444
3360,3836
2794,4324
997,1936
1401,6540
1931,4589
6383,7397
5635,7339
427,6792
6077,6318
1315,6626
228,1327
2015,5857
600,3564
1665,3653
3679,3715
3450,7526
4852,7492
691,6208
3564,7215
4364,5547
122,5835
1108,3594
2124,2334
1681,6166
5292,7080
4897,6282
1817,6217
2154,6725
1945,2941
1882,4023
763,1831
729,7383
1661,3530
1264,2029
2170,2745
2919,6519
5455,7416
99,1795
1703,4811
3081,3701
136,5111
5769,6789
257,4330
5370,6633
2591,6621
1924,4901
1001,7547
4561,4928
5478,6194
5455,5828
1402,1546
1647,5516
1602,5764
1349,6813
187,5463
4023,4662
222,376
664,7293
257,1610
751,1524
1334,7352
1316,4747
1900,4876
929,5865
3530,4946
4440,5635
6381,6403
3080,3497
209,5854
1348,4712
2028,6094
2122,2996
3852,5308
2711,3598
2037,7452
1937,4899
4034,6077
1933,5047
2186,6792
1316,4763
2128,6341
1376,6468
2912,3912
4511,5430
1381,2238
1856,4152
3681,5944
2835,4723
1665,7083
1496,6621
941,2919
839,5988
3533,6054
2337,3958
2773,3342
5578,6092
1107,5838
543,4888
4502,4870
2265,7141
6787,7498
5835,6562
3427,5006
7012,7507
409,5595
691,4789
2468,5245
3056,3448
3107,5963
4550,5334
390,2259
3022,3154
1381,2213
1118,2337
725,6888
2229,3881
520,958
1555,3669
538,3845
1958,6712
3342,4206
3360,3853
4151,7574
2347,4451
1948,3359
551,1942
4566,6981
3669,5759
5110,5454
282,5643
1362,1734
59,1564
2170,5095
2838,6652
2028,7123
505,5895
4666,7536
2376,5249
1519,7464
4811,7378
919,1131
429,2738
3381,5948
1043,5466
303,5516
639,1367
6931,7237
2350,3162
3349,3421
4097,5658
594,1721
209,2238
149,2377
765,3774
3198,4335
7322,7557
2259,3612
2781,6446
290,2666
7009,7086
2337,5516
4019,6911
5725,7326
1457,7030
4119,6094
5274,6840
2265,2615
3093,7350
2515,3530
1956,1958
4268,6254
464,4212
3530,4163
2158,3855
697,7528
4321,7300
2170,7235
1633,7468
3084,6683
1689,4247
1383,2897
2059,4705
119,446
2788,3589
2899,6273
110,6973
1176,5602
3649,7030
4711,6065
1625,7408
2407,6716
5047,5463
1741,1992
287,3210
2896,4187
484,3876
6490,7520
488,3657
2591,5335
2216,3172
3381,4163
3155,7352
2896,6378
4554,7608
18,4775
3813,5242
3773,4785
1698,6185
3976,5465
2792,5128
4607,6860
313,4609
951,6105
4845,5206
1677,6839
1056,2663
2311,7248
4595,6908
6728,7226
763,2326
6452,7012
3330,3812
5565,6408
1509,6862
2672,3038
228,1297
1872,2882
6568,6956
2232,4397
3582,3759
3920,5347
4033,7513
2510,5473
1689,1995
2499,3061
1510,5095
4957,5539
3620,5095
3427,5267
5314,6648
5514,5951
826,3300
4901,6291
4261,5646
1705,5578
1509,2199
2260,5095
1720,4891
1419,4597
4299,5917
3845,4359
1919,4704
212,7542
47,6991
484,5862
5615,6544
2600,4338
594,3136
378,2724
2637,3565
3136,6378
2741,3604
3309,6241
4288,6182
1875,6001
110,6455
951,3597
1262,5993
4754,7284
4652,6791
3214,5532
2193,6408
6317,7186
3497,4376
2428,7110
2201,3044
2515,4211
1795,4482
1846,3047
4155,4252
1776,6074
1423,6459
1830,4819
1735,6757
3103,6367
290,7237
6337,6537
5197,5578
2108,3331
5364,7296
2065,7487
2775,7610
2424,6305
2317,4006
1019,4353
2515,4726
1761,2145
3212,7199
2805,4183
1271,2707
2790,2933
5365,5408
250,6195
6401,7311
2144,2276
78,6519
3530,3751
1328,2707
2186,4809
1005,3103
184,1973
4125,5127
360,2029
6476,6757
2381,3960
3508,5174
3777,4711
3225,3991
4600,6259
5857,6001
1693,6352
1560,7001
5252,6618
1334,3240
1349,1677
4104,7475
2496,6728
122,3173
3401,4623
5086,7405
4298,7030
2174,5404
1999,7563
4394,6101
1467,7416
920,2524
2798,6140
607,7352
102,290
2637,6544
6200,6252
3653,3773
1300,7068
1305,5832
4865,6566
1799,4127
1312,1936
1413,6339
3103,5455
3737,7336
2659,3822
1555,2734
291,7143
2626,3384
630,6309
2066,5132
2510,2761
110,7315
2036,5909
53,1390
482,1691
2081,2996
1792,5790
1003,4925
3751,6861
1902,6200
3564,3599
2854,4365
407,4012
4840,5183
1626,3295
2576,4359
2614,7141
3855,6378
1305,3855
538,3128
421,3651
968,3845
2289,2882
1384,5638
296,2145
1968,6615
3502,5857
5237,6101
3060,4693
942,4811
899,5020
3530,3771
3544,4809
104,3096
2511,7045
1202,3617
2504,5409
682,1209
5844,7351
1306,5210
6519,7224
713,6537
1925,6514
2640,5543
1973,5658
3377,6818
4900,6639
2473,5258
2848,6205
1155,4030
1002,7606
1384,6125
726,5013
3221,4078
5394,5476
2142,5234
3557,7315
3979,4863
3056,4356
4638,5427
4934,5790
1187,4194
1945,4785
1553,5964
3272,3612
4657,6876
112,2744
6642,7375
33,5617
4337,4393
110,6442
1464,2769
3038,5015
617,1355
5734,6046
866,3502
2117,2566
3684,5702
1060,3057
4935,6146
1789,2576
3400,7563
3694,7270
2403,7127
4108,7237
1415,3450
1713,2029
2480,7169
290,5703
854,887
151,5893
668,7557
1133,3855
715,3597
4778,4978
1503,6345
487,5529
1174,1645
930,7173
500,2029
2199,3766
2422,3103
2591,3107
4219,6953
2586,3469
4394,6126
185,1295
5063,7237
2424,3155
1128,7251
2659,5610
498,3975
888,5274
1560,5355
3225,3700
1657,3345
4200,4785
771,5715
4638,7237
1658,3042
4814,4942
328,2332
3101,5974
232,484
6201,6799
5355,5857
2583,7580
5731,6298
2452,4900
2232,5887
2630,6200
713,4039
6399,7622
5245,5588
775,3077
3198,6388
2259,4340
1380,5714
1219,3804
6974,7140
2252,2456
1887,6806
1509,5857
5370,5866
364,7237
2569,3073
2357,3221
6595,6904
4319,4895
1899,3629
767,3038
290,5651
4034,6851
464,5626
2170,5457
524,839
4957,6083
2197,3503
3845,5610
4083,5370
2074,5856
2105,7213
4623,5047
4014,6839
3530,7165
3948,5096
1677,3356
2517,7273
4607,5159
806,6095
212,7551
3574,5198
5455,6101
827,3450
4208,6566
5866,7012
110,5355
1,2194
4033,6684
1501,7476
4328,6269
2368,6396
3550,7416
6460,7601
4771,7595
3236,4922
524,4315
2036,3855
333,6129
2357,3571
2165,5346
2470,4476
524,4146
837,3584
2401,5629
3786,4146
3065,6855
1701,2204
1157,4762
998,7047
1516,1615
374,5056
2201,5564
615,7462
3121,3360
585,1734
1567,6642
4811,7419
1464,4414
924,6156
3403,6341
5559,7414
1817,7533
1327,7551
1222,5158
1812,7071
2967,3295
3525,4507
3013,5700
1173,6476
2691,6341
30,683
1249,1897
1613,3614
572,5600
3313,5461
3390,3557
1185,6339
6686,7593
1821,3948
5697,6127
1404,4811
1367,3333
1848,2751
3571,6813
110,1937
2361,5392
2848,6236
4145,5727
2133,2603
2600,3298
6503,6940
98,3450
902,5390
1658,4119
1062,2926
6241,7432
5612,6217
2204,3503
1154,4539
630,3887
5218,6296
6317,6462
429,3430
3342,3438
1499,3880
3210,3994
2158,5224
5422,5555
2238,5944
2959,5020
766,2504
831,3103
2272,3520
2479,3222
524,7354
862,7381
521,7159
1626,6267
2056,5277
3025,5278
2199,6712
2162,2772
426,3530
1372,6953
40,4908
1303,2631
4242,4809
1233,4785
1721,1960
3400,3853
2609,3450
1850,5857
3836,4000
7364,7586
5529,5878
828,1232
4931,5879
3047,6031
2186,3165
4641,4811
960,5829
4876,7497
538,7256
982,7610
2646,5498
2020,7469
924,5703
524,1560
364,2734
1057,2386
2883,6971
1509,7533
4909,6720
3797,4873
1334,6391
2953,5355
743,6105
446,3400
4431,7604
2349,6519
3945,6895
228,2947
3311,6784
5962,6476
4961,5597
4899,5988
2467,2874
570,582
3471,5279
1674,5677
739,7237
3038,3653
2317,5670
1199,7488
1005,1875
1598,3855
2124,6483
4252,6365
3571,4078
830,5857
552,4754
471,3833
840,6416
3169,3375
113,1348
2401,4328
3042,4000
2390,3334
1848,2096
257,5065
988,7415
3210,3507
5867,6323
290,6521
564,6632
3571,6990
3350,7233
3597,6369
1942,5604
2122,3016
2056,4934
3283,4120
3852,4981
1689,2730
4968,6339
4119,4426
303,4279
843,6855
1066,2471
6,5856
799,5944
6262,6358
1355,6256
1685,5578
521,6065
243,5254
289,6919
2501,6320
1647,5371
299,643
473,5079
1,2639
429,6733
120,442
2869,4811
244,4754
1089,7509
284,1387
2298,3469
5326,6089
427,4353
2417,6316
1792,4657
221,463
4844,7061
887,4122
571,7132
1799,7480
2978,3071
5370,7237
4437,6283
3112,6567
5592,7199
3209,5355
4460,5578
221,379
6054,7488
1712,5371
3500,6757
6712,6752
1792,2836
2233,7339
4792,4795
518,6905
848,4735
3189,5534
5193,6382
842,953
880,7058
226,2794
3165,3498
1406,2854
3946,5334
3295,3530
802,1350
175,7415
5425,6044
674,2029
3910,4484
5680,7278
6235,7009
5347,6379
149,7126
3921,7607
381,6757
951,6789
894,7339
375,573
4152,5274
502,6519
1119,2961
349,2164
875,1610
3341,3826
1421,1650
935,3181
3497,6012
4387,4650
1804,5396
1430,3080
1178,4125
3083,6427
3853,6096
1795,2785
1198,4147
2644,7237
2637,4882
3069,7540
2468,7254
6021,6922
2617,2645
3097,3462
970,5795
1737,1937
958,1783
4931,7141
2584,3318
746,3223
1348,5944
492,1147
45,5896
1558,7403
763,3392
667,1907
1546,3530
891,7199
1626,4422
3064,3637
5174,7001
3855,6419
639,743
433,5623
2761,6794
13,4770
742,5370
520,5632
1565,5822
3369,3563
16,1956
406,5090
2659,3158
916,3173
984,1795
1933,2615
3165,4809
3396,5422
4785,6583
7162,7374
2744,2755
7276,7381
6491,6509
595,709
5236,5832
1677,4572
524,7360
3504,6108
112,574
47,4657
2387,5968
1224,4399
4885,5127
2422,4644
97,5876
370,2162
6391,6792
598,2930
1107,2854
1941,4607
67,7555
5557,6648
1958,6725
4554,5526
2505,7605
4335,6361
6105,6870
5216,5687
1681,1846
4211,5245
2838,3604
3334,5369
5533,5658
2492,2628
5777,7580
2854,6022
216,918
3701,7490
958,2910
4060,6564
1945,2507
6421,6722
2452,3397
3392,5944
5277,5324
6564,6761
339,3073
6108,7226
559,6322
1498,4691
278,1211
306,3855
4770,6073
3158,3528
2157,2744
6236,6654
2195,3424
919,6267
2229,2745
1510,4396
1533,1989
5653,7199
4951,6129
5147,7444
936,1200
1005,1677
5253,5708
3061,6812
6105,7187
3852,6323
3240,5332
2265,6712
4152,6436
1223,4434
2361,3198
2800,5968
4467,6583
4024,4146
3045,3865
1174,3544
982,5948
1678,2791
817,7595
1132,3696
15,3029
4955,6094
1770,3296
1180,2800
1937,2933
520,6154
3181,7339
6408,7294
1560,6217
2730,3115
5564,6529
1706,6649
2271,3551
2892,3853
5703,7075
1491,4719
4842,7016
5643,6743
341,711
33,3103
4978,6802
3969,4937
1348,3504
1376,6080
143,4785
1506,6323
1986,3133
106,7045
1792,7162
2160,5654
1879,6016
3158,7162
296,5060
878,2072
2745,7013
1107,4324
2476,7237
3747,6838
3555,6261
3342,6648
1905,6446
5294,6102
1485,7300
2745,5207
1907,5814
5612,5683
380,7237
223,3873
2768,4671
110,7560
6695,7547
3006,3632
4083,6236
7409,7621
1016,5578
3240,4900
3426,4042
132,6339
859,4132
3158,5236
3861,4886
1793,4785
171,6232
1958,5879
983,2734
3726,6200
2759,4000
3855,5892
668,1372
894,3361
5956,6566
1618,6537
2091,2691
1376,4775
2802,3482
350,6498
851,1039
1982,3853
408,2474
1350,4338
524,6818
2143,3873
2059,6021
166,1005
936,7551
684,6395
1806,5526
3005,7623
5674,7414
2155,5216
527,2192
709,6567
1945,5218
3979,5062
733,5984
1263,1368
1506,3080
4051,6769
778,5285
203,2186
628,1849
3105,4785
3108,6108
590,2816
4348,5150
3115,4356
1372,3544
4374,7255
1611,5077
1345,6932
5848,6175
3655,3786
744,2708
2476,6792
3026,3963
5962,7334
4069,7237
4250,6341
1345,5594
2021,5758
2382,5632
3125,6797
842,3038
2711,2917
521,1020
611,6431
2186,4900
4000,6759
5411,5935
615,3530
122,2386
488,4479
2361,7237
5073,5720
541,6415
4595,4882
3080,4432
806,7587
2896,5324
1897,6882
299,4007
3584,6640
3962,6990
3410,7183
4163,6955
2042,2673
1875,6567
482,1405
730,4820
4701,5430
3075,6378
1506,2019
2798,3594
3450,4895
5595,5631
3470,6854
1639,4197
456,7078
131,2626
1381,2685
5956,6852
703,5352
6069,7399
359,1849
4589,7359
1200,1297
2011,3597
2319,7067
982,4270
2155,6438
276,4811
1544,3107
633,5811
346,4060
3038,6706
4888,6652
5274,6955
427,5079
173,4882
711,7538
221,6506
4400,4785
452,2216
2180,2756
3450,4946
186,1221
290,4039
1057,2118
3864,5174
475,1464
847,6036
78,2332
2995,5862
2897,5127
1334,2031
1665,6838
3245,6421
3248,4855
2056,6845
3225,4042
2051,6416
4356,7351
5578,6200
2708,4795
636,5610
5600,5725
5394,7622
676,4785
5568,5854
488,3409
3806,4691
2567,2758
3130,4119
255,1891
5971,6212
1956,4280
2066,3045
136,6870
623,2510
314,2790
4827,7162
212,4871
5060,7338
3240,6108
464,5665
2269,4069
4539,6958
139,5095
4528,6219
349,3842
2745,6567
3588,7362
2261,3854
2419,4953
1228,7334
3472,5048
4145,6428
2980,4754
2290,6398
1769,6795
668,3529
603,3643
2725,7237
378,6891
3807,5261
5127,7089
6101,7416
2001,5287
5578,7296
1268,1639
1277,1401
1849,7487
4464,7046
4960,5570
209,319
6302,6719
1699,2308
4042,4426
524,6616
1657,2039
4000,7498
2586,3282
488,503
630,7618
3073,6177
3397,6618
3920,6233
4585,5461
2510,3415
3597,4900
1527,5793
4079,6639
1339,2854
1023,5659
3584,4206
2422,5658
4657,7489
5466,6175
1264,6507
1838,4900
632,6194
3671,7098
5440,5725
3345,5851
260,5663
3680,5658
6078,6990
2289,3909
2083,2876
550,4008
367,3709
3450,7199
3009,5101
598,3382
2992,5816
3469,4544
3147,4549
5440,5578
305,6829
3374,3861
1281,3341
226,904
4356,7076
2715,3946
479,5159
4295,7308
2777,3575
2468,5549
3038,6514
4235,4246
2479,5128
763,6870
668,1512
427,4900
4328,6392
1481,2354
3845,4934
2745,6859
606,5972
3090,6891
7128,7188
4710,6191
168,6446
5128,7600
3145,3975
3588,6425
2552,3080
6673,7587
397,6207
2832,3247
5246,5836
1497,3900
3855,4934
6217,6446
4447,5851
933,6724
1840,2453
1127,5146
4811,6493
2743,3555
5406,6286
3792,5390
177,6385
3377,4396
2704,3867
3223,5540
1348,6141
7088,7565
4931,6712
925,5993
5832,6196
3574,4963
3596,6415
2600,4680
6396,7411
1374,5753
2889,6882
4353,6639
6036,6142
5745,6074
335,3612
187,5359
1891,3387
3628,4808
1877,4913
187,4572
478,2088
6045,6415
2382,6724
2515,5823
2930,4336
4809,5111
6424,6446
3341,6490
2083,3387
3544,5854
4078,5456
2020,7015
4318,5755
3339,4414
661,4676
4726,7448
1349,1905
217,1000
149,1804
3342,7488
592,4616
406,739
2724,3701
5089,5508
994,7334
1848,7088
5430,6876
982,1466
2386,3655
4024,5314
5157,5304
865,4783
4554,6925
805,6789
4212,6562
3450,3895
1875,4882
843,5994
3923,7572
2798,5369
524,7540
2093,3450
1619,5147
1407,6528
1721,7352
1335,4671
3073,6899
2672,5526
5987,6408
4095,5394
290,3614
3400,7339
140,6738
2120,5610
4088,5925
4710,6339
514,4788
290,2014
3210,5790
3341,5635
2304,5680
2985,3129
743,2725
6046,6940
3557,7001
4039,4979
3974,6146
469,5519
2381,4275
875,5065
3494,3948
2991,4636
228,1107
2157,5549
3774,4012
2117,3101
550,2843
2275,6436
2707,5673
3056,4315
3299,5740
5126,5198
1538,5128
5343,6621
558,1221
1626,4876
5900,6880
1678,3133
4838,5539
4607,7090
763,7532
2040,5471
2335,2535
3112,7216
671,3574
4257,6431
200,7482
2151,3948
5892,7199
2524,6126
3081,4900
6972,7080
3483,4785
1925,5526
543,2711
2510,7494
1334,2452
4785,4999
827,7165
1685,6016
1017,5854
5534,6125
3826,4000
178,854
4327,5810
5764,6768
4434,4606
5578,7088
1039,3251
5431,7547
1897,7365
1618,4785
997,6185
1536,1636
4274,7403
807,2188
2456,5141
888,3764
6296,6391
2487,2745
271,4900
58,6323
3073,3880
438,5905
1223,2982
5874,6658
290,3405
149,1054
4007,4216
5253,6461
810,1594
4635,7115
928,5550
1269,3084
1345,4609
6142,6359
290,5090
3907,7219
473,5312
521,5065
3557,3864
216,3810
3039,5864
3786,7350
617,5386
5127,5823
3751,4724
4285,6859
1559,6519
1152,4285
4355,6567
3240,6695
2904,4963
2630,3680
944,7606
2183,5463
3127,4318
1875,4727
3991,5601
810,2433
6408,6458
2140,6822
1339,3627
908,2083
3374,5042
4525,7339
1310,1497
4849,6464
1129,6521
3158,5610
2473,3141
550,718
5246,6241
2151,3367
234,2647
4785,5709
135,1658
3413,4589
1275,1297
5335,5963
1433,7063
1305,5820
2910,3060
2831,5489
3499,3597
1464,1882
2014,3499
406,5703
5278,6919
4511,4842
3717,3751
1887,5230
3927,6623
4754,6891
4812,7541
1937,4716
881,7567
7104,7315
110,6818
3198,5854
2056,6208
763,3544
2017,6770
736,4960
4559,5265
2749,4839
1937,2826
1349,3324
3530,4125
3750,4678
3873,4163
80,5441
1379,6666
6893,7124
4725,5706
4070,6194
726,2203
3514,5335
2086,4777
3869,4359
2217,2234
4196,4286
2160,3120
7292,7316
582,6876
3240,7237
4452,5127
1798,6838
414,5319
2615,4770
3826,7224
3009,6870
5527,5751
1005,5600
3836,7498
4719,6365
2424,3430
4785,5724
1334,2476
4124,4443
1940,4071
607,5676
1724,2369
161,5128
5099,5343
5159,7151
1768,6023
487,4766
1349,1627
519,5639
2798,6168
706,3939
1210,5461
3957,3999
1921,2259
771,4324
2229,6757
1937,4860
4127,7074
5466,5795
6296,7575
45,4852
1636,5993
5314,7489
450,7021
3022,3044
1362,7312
4060,4397
4086,4809
342,575
764,1308
221,1626
3240,5703
5335,5966
6252,7170
1413,3324
2459,7102
1135,4925
3920,6757
1960,5446
4165,6659
1228,5962
1067,4760
520,903
4502,5127
290,5769
2347,3006
1650,5534
2556,3471
6459,6944
1788,4257
1193,2384
3450,6921
3437,3822
729,3680
2145,3536
168,3714
747,2020
4443,6802
689,4957
925,4720
3121,7289
2835,4904
1614,4611
119,3997
1226,2798
543,5335
1555,1632
2599,7071
866,6217
6352,7581
213,4349
289,2143
4977,6954
1546,3189
1488,7024
3163,4206
1354,5011
4048,4470
5902,6642
2928,4900
5222,6618
1799,4846
4360,6553
3445,3888
3163,3530
521,4711
2676,5457
166,6424
5377,5968
1974,4880
1381,3544
1615,4067
3387,3896
3677,4602
422,4019
517,3896
2285,5704
427,1831
647,5768
634,5785
6519,6860
743,5556
4246,5918
706,2744
1031,4725
3230,3920
4957,6336
313,6145
1039,3701
1628,3718
3598,7579
3095,4036
3473,4570
1571,4163
2967,3900
2145,2854
135,887
1899,4544
696,5885
3845,4653
1180,7546
5323,7488
414,424
2029,6789
5303,5529
5953,6953
3437,7046
1017,5176
42,3592
5502,6029
